,,0,1
"(45.278752, -66.058044)","(43.3997196, -88.5326008)",23 hours 9 mins,1522.5
"(45.278752, -66.058044)","(43.4704014, -89.7437844)",23 hours 49 mins,1583.75
"(45.291632, -96.462834)","(30.6943566, -88.0430541)",20 hours 25 mins,1331.25
"(45.2988385, -74.0342934)","(39.4667025, -87.4139119)",13 hours 46 mins,898.75
"(45.3246068, -118.0878695)","(43.3997196, -88.5326008)",1 day 3 hours,1892.5
"(45.366668, -63.300006)","(30.6943566, -88.0430541)",1 day 6 hours,2019.375
"(45.366668, -63.300006)","(39.0347666, -87.1658458)",1 day 1 hour,1642.5
"(45.366668, -63.300006)","(43.0123487, -89.2897646)",1 day 2 hours,1726.875
"(45.3919622, -75.7542905)","(43.542207, -89.1073356)",14 hours 34 mins,981.875
"(45.4091244, -91.9615663)","(35.4119944, -99.4042592)",14 hours 20 mins,984.375
"(45.421106, -75.690308)","(35.4119944, -99.4042592)",1 day 0 hours,1647.5
"(45.421106, -75.690308)","(47.920575, -104.0310439)",1 day 2 hours,1546.875
"(45.4226495, -91.415286)","(35.4119944, -99.4042592)",14 hours 52 mins,1011.875
"(45.4333098, -98.7587135)","(30.6943566, -88.0430541)",21 hours 31 mins,1414.375
"(45.4472958, -73.7471309)","(39.4667025, -87.4139119)",13 hours 59 mins,915.625
"(45.4472958, -73.7471309)","(43.3997196, -88.5326008)",14 hours 48 mins,987.5
"(45.4617674, -123.139776)","(43.3997196, -88.5326008)",1 day 6 hours,2068.125
"(45.5202471, -122.6741949)","(35.3738712, -119.0194639)",13 hours 15 mins,861.25
"(45.5202471, -122.6741949)","(39.4667025, -87.4139119)",1 day 8 hours,2215.0
"(45.5202471, -122.6741949)","(43.1834579, -89.2134359)",1 day 5 hours,2009.375
"(45.5202471, -122.6741949)","(43.3997196, -88.5326008)",1 day 6 hours,2036.875
"(45.5202471, -122.6741949)","(44.0206919, -88.5408574)",1 day 5 hours,2023.75
"(45.542174, -122.6884527)","(33.5206824, -86.8024326)",1 day 13 hours,2498.125
"(45.542174, -122.6884527)","(36.7295295, -119.7088613)",11 hours 48 mins,761.25
"(45.542174, -122.6884527)","(44.0206919, -88.5408574)",1 day 6 hours,2026.25
"(45.586072, -95.913941)","(39.3394436, -101.889344)",10 hours 59 mins,689.375
"(45.6070064, -61.3664338)","(43.3177776, -88.378857)",1 day 3 hours,1820.0
"(45.6070064, -61.3664338)","(43.4704014, -89.7437844)",1 day 4 hours,1881.25
"(45.6292626, -73.5612178)","(43.7486054, -87.977038)",15 hours 13 mins,1010.625
"(45.637236, -73.2170875)","(30.6943566, -88.0430541)",23 hours 5 mins,1581.875
"(45.637236, -73.2170875)","(39.4667025, -87.4139119)",14 hours 36 mins,958.125
"(45.637236, -73.2170875)","(43.3997196, -88.5326008)",15 hours 25 mins,1030.0
"(45.650796, -87.8448432)","(39.756121, -99.323985)",13 hours 47 mins,914.375
"(45.6572731, -73.5846607)","(43.7486054, -87.977038)",15 hours 16 mins,1016.875
"(45.6855145, -92.9654903)","(42.9167389, -89.2178997)",4 hours 44 mins,323.75
"(45.7455707, -87.0647434)","(44.0206919, -88.5408574)",2 hours 41 mins,159.375
"(45.7736968, -66.5280128)","(43.3997196, -88.5326008)",22 hours 50 mins,1531.875
"(45.7831185, -75.0997632)","(39.2648545, -103.6931237)",1 day 2 hours,1791.875
"(45.7896896, -87.064581)","(39.7683331, -86.1583502)",7 hours 56 mins,511.25
"(45.7896896, -87.064581)","(43.074761, -89.3837613)",4 hours 12 mins,248.75
"(45.7896896, -87.064581)","(43.3177776, -88.378857)",3 hours 34 mins,220.0
"(45.8063452, -87.988459)","(39.7683331, -86.1583502)",7 hours 32 mins,493.125
"(45.8063452, -87.988459)","(43.3177776, -88.378857)",3 hours 11 mins,201.875
"(45.8063452, -87.988459)","(43.4704014, -89.7437844)",4 hours 0 mins,235.0
"(45.811633, -87.1031923)","(39.7683331, -86.1583502)",7 hours 54 mins,510.625
"(45.811633, -87.1031923)","(43.074761, -89.3837613)",4 hours 11 mins,248.125
"(45.811633, -87.1031923)","(43.3177776, -88.378857)",3 hours 33 mins,219.375
"(45.811633, -87.1031923)","(43.4704014, -89.7437844)",4 hours 22 mins,253.125
"(45.813723, -118.424221)","(39.7683331, -86.1583502)",1 day 6 hours,2082.5
"(45.813723, -118.424221)","(43.4577692, -88.837329)",1 day 3 hours,1858.75
"(45.839855, -119.7005834)","(35.3738712, -119.0194639)",14 hours 35 mins,908.75
"(45.839855, -119.7005834)","(39.7683331, -86.1583502)",1 day 6 hours,2114.375
"(45.839855, -119.7005834)","(42.6016814, -88.7076041)",1 day 3 hours,1896.25
"(45.8652437, -92.2673161)","(41.8755616, -87.6244212)",6 hours 25 mins,420.0
"(45.8652437, -92.2673161)","(42.5119622, -88.4817651)",5 hours 19 mins,345.625
"(45.8652437, -92.2673161)","(42.7755645, -88.943999)",4 hours 36 mins,307.5
"(45.9763545, -94.3625024)","(33.227345, -88.2664225)",16 hours 47 mins,1086.875
"(45.9896587, -94.6113288)","(35.6385545, -99.0001085)",14 hours 21 mins,970.625
"(46.054959, -96.602294)","(34.6381255, -99.3339754)",14 hours 0 mins,969.375
"(46.069681, -96.901748)","(30.6943566, -88.0430541)",20 hours 53 mins,1384.375
"(46.0753795, -113.089332)","(30.6943566, -88.0430541)",1 day 8 hours,2117.5
"(46.0854121, -118.9052776)","(39.7683331, -86.1583502)",1 day 7 hours,2120.625
"(46.0902267, -88.0776337)","(42.6727927, -88.5445447)",4 hours 25 mins,279.375
"(46.0902267, -88.0776337)","(42.8334738, -89.06949)",4 hours 27 mins,273.75
"(46.0902267, -88.0776337)","(43.074761, -89.3837613)",4 hours 15 mins,251.875
"(46.0902267, -88.0776337)","(43.0962919, -89.5119565)",4 hours 23 mins,268.75
"(46.0902267, -88.0776337)","(43.1683286, -89.0667775)",3 hours 59 mins,240.625
"(46.097995, -64.80011)","(43.0349931, -87.922497)",23 hours 18 mins,1573.125
"(46.1010498, -103.5086625)","(39.350833, -101.7101722)",9 hours 10 mins,569.375
"(46.1011639, -67.96002)","(42.6727927, -88.5445447)",21 hours 12 mins,1420.0
"(46.1011639, -67.96002)","(43.1683286, -89.0667775)",21 hours 52 mins,1480.0
"(46.1011639, -67.96002)","(43.1834579, -89.2134359)",21 hours 56 mins,1490.625
"(46.128794, -112.942369)","(39.756121, -99.323985)",15 hours 8 mins,1060.0
"(46.138579, -98.090379)","(39.3394436, -101.889344)",10 hours 43 mins,661.25
"(46.1778309, -65.8774732)","(30.6943566, -88.0430541)",1 day 4 hours,1890.0
"(46.1778309, -65.8774732)","(35.2598655, -80.4253426)",19 hours 51 mins,1304.375
"(46.1778309, -65.8774732)","(42.6727927, -88.5445447)",22 hours 47 mins,1513.75
"(46.2247251, -96.9470748)","(35.6385545, -99.0001085)",13 hours 22 mins,905.0
"(46.2306739, -119.0921006)","(42.6016814, -88.7076041)",1 day 3 hours,1842.5
"(46.2306739, -119.0921006)","(43.4942003, -88.5448278)",1 day 2 hours,1812.5
"(46.2306739, -119.0921006)","(43.8424502, -88.8372972)",1 day 2 hours,1783.75
"(46.265879, -96.608863)","(34.6381255, -99.3339754)",14 hours 12 mins,983.75
"(46.265879, -96.608863)","(39.00871, -87.7523336)",12 hours 17 mins,825.0
"(46.319098, -111.520802)","(42.8334738, -89.06949)",19 hours 1 min,1300.625
"(46.3728972, -72.8760104)","(35.2598655, -80.4253426)",16 hours 9 mins,1060.0
"(46.3822994, -72.5984697)","(43.3177776, -88.378857)",16 hours 13 mins,1075.625
"(46.3822994, -72.5984697)","(43.4704014, -89.7437844)",17 hours 2 mins,1136.875
"(46.41281505, -66.93169826)","(43.3997196, -88.5326008)",22 hours 12 mins,1471.875
"(46.41281505, -66.93169826)","(43.5324809, -90.0026259)",23 hours 7 mins,1538.75
"(46.4165506, -117.0176569)","(39.4667025, -87.4139119)",1 day 5 hours,1933.125
"(46.4165506, -117.0176569)","(43.3997196, -88.5326008)",1 day 2 hours,1704.375
"(46.4165506, -117.0176569)","(43.4577692, -88.837329)",1 day 1 hour,1689.375
"(46.4437758, -116.8359861)","(43.3997196, -88.5326008)",1 day 2 hours,1696.25
"(46.4519081, -97.6903091)","(34.3835721, -98.9354765)",14 hours 41 mins,943.125
"(46.47172975, -119.3342179)","(47.920575, -104.0310439)",14 hours 39 mins,992.5
"(46.49272, -80.991211)","(30.6943566, -88.0430541)",21 hours 8 mins,1437.5
"(46.49272, -80.991211)","(35.2598655, -80.4253426)",15 hours 30 mins,1016.25
"(46.49272, -80.991211)","(39.4667025, -87.4139119)",12 hours 30 mins,813.125
"(46.49272, -80.991211)","(43.3997196, -88.5326008)",9 hours 52 mins,579.375
"(46.52391, -84.320068)","(44.0206919, -88.5408574)",5 hours 40 mins,335.625
"(46.5612011, -122.4225561)","(35.6385545, -99.0001085)",1 day 4 hours,1836.25
"(46.5795176, -122.9111881)","(43.3997196, -88.5326008)",1 day 6 hours,2040.0
"(46.623028, -97.601486)","(34.6381255, -99.3339754)",14 hours 58 mins,1035.0
"(46.623028, -97.601486)","(44.0206919, -88.5408574)",8 hours 17 mins,552.5
"(46.6599653, -122.9634322)","(30.6943566, -88.0430541)",1 day 16 hours,2698.125
"(46.6599653, -122.9634322)","(42.6016814, -88.7076041)",1 day 6 hours,2055.0
"(46.6599653, -122.9634322)","(43.074761, -89.3837613)",1 day 5 hours,2006.25
"(46.689251, -73.4432309)","(35.2598655, -80.4253426)",17 hours 36 mins,1106.25
"(46.689251, -73.4432309)","(39.4667025, -87.4139119)",16 hours 51 mins,1048.125
"(46.689251, -73.4432309)","(42.6829765, -89.0226793)",17 hours 9 mins,1090.625
"(46.689251, -73.4432309)","(43.3177776, -88.378857)",17 hours 31 mins,1110.0
"(46.689251, -73.4432309)","(43.3997196, -88.5326008)",17 hours 41 mins,1120.0
"(46.689251, -73.4432309)","(43.4704014, -89.7437844)",18 hours 20 mins,1171.25
"(46.7204489, -122.9614303)","(36.7295295, -119.7088613)",13 hours 7 mins,849.375
"(46.7204489, -122.9614303)","(43.0962919, -89.5119565)",1 day 5 hours,1991.25
"(46.7204489, -122.9614303)","(43.3997196, -88.5326008)",1 day 6 hours,2028.125
"(46.7216102, -92.4593566)","(30.6943566, -88.0430541)",19 hours 51 mins,1297.5
"(46.7246361, -123.0361037)","(39.4667025, -87.4139119)",1 day 9 hours,2300.0
"(46.7471638, -92.2254695)","(42.7755645, -88.943999)",5 hours 27 mins,362.5
"(46.7729322, -92.1251218)","(43.3177776, -88.378857)",5 hours 39 mins,365.0
"(46.7729322, -92.1251218)","(43.4704014, -89.7437844)",4 hours 21 mins,289.375
"(46.820618, -71.2109534)","(35.2598655, -80.4253426)",17 hours 19 mins,1131.25
"(46.820618, -71.2109534)","(39.4667025, -87.4139119)",16 hours 47 mins,1091.875
"(46.820618, -71.2109534)","(42.6829765, -89.0226793)",17 hours 5 mins,1135.0
"(46.820618, -71.2109534)","(43.3997196, -88.5326008)",17 hours 36 mins,1163.75
"(46.8259742, -119.1752913)","(43.4942003, -88.5448278)",1 day 2 hours,1788.75
"(46.8700801, -113.9952796)","(43.1834579, -89.2134359)",20 hours 44 mins,1459.375
"(46.874967, -96.900362)","(39.3959655, -101.0526881)",10 hours 50 mins,705.0
"(46.877229, -96.789821)","(39.350833, -101.7101722)",11 hours 26 mins,744.375
"(46.8842099, -67.9472462)","(43.4577692, -88.837329)",21 hours 24 mins,1411.875
"(46.8977297, -67.3886632)","(39.350833, -101.7101722)",1 day 7 hours,2100.0
"(46.9088235, -67.3952726)","(35.2598655, -80.4253426)",19 hours 13 mins,1264.375
"(46.975371, -123.815722)","(43.0962919, -89.5119565)",1 day 5 hours,2016.25
"(46.975371, -123.815722)","(43.1834579, -89.2134359)",1 day 5 hours,2025.625
"(46.975371, -123.815722)","(43.3997196, -88.5326008)",1 day 6 hours,2053.125
"(47.0022547, -122.2117983)","(35.6385545, -99.0001085)",1 day 4 hours,1881.25
"(47.1306981, -119.1719606)","(42.6016814, -88.7076041)",1 day 2 hours,1806.875
"(47.1651978, -67.9244707)","(30.6943566, -88.0430541)",1 day 3 hours,1860.625
"(47.1651978, -67.9244707)","(35.2598655, -80.4253426)",19 hours 10 mins,1275.0
"(47.1651978, -67.9244707)","(43.0123487, -89.2897646)",20 hours 27 mins,1373.125
"(47.1651978, -67.9244707)","(43.3997196, -88.5326008)",20 hours 27 mins,1369.375
"(47.1744169, -123.8658829)","(35.6286063, -99.0092034)",1 day 5 hours,1942.5
"(47.1744169, -123.8658829)","(35.6385545, -99.0001085)",1 day 5 hours,1941.25
"(47.2150945, -123.1007066)","(39.4667025, -87.4139119)",1 day 9 hours,2254.375
"(47.2150945, -123.1007066)","(42.6727927, -88.5445447)",1 day 6 hours,2051.875
"(47.2150945, -123.1007066)","(43.3997196, -88.5326008)",1 day 6 hours,2025.625
"(47.2342997, -119.8525504)","(42.6016814, -88.7076041)",1 day 3 hours,1845.625
"(47.237166, -93.530214)","(43.3177776, -88.378857)",7 hours 2 mins,444.375
"(47.237166, -93.530214)","(43.4704014, -89.7437844)",5 hours 43 mins,368.75
"(47.2495798, -122.4398746)","(35.3738712, -119.0194639)",15 hours 25 mins,1004.375
"(47.2495798, -122.4398746)","(36.7295295, -119.7088613)",13 hours 55 mins,902.5
"(47.2495798, -122.4398746)","(43.2286174, -88.1103691)",1 day 5 hours,2000.625
"(47.2495798, -122.4398746)","(43.3997196, -88.5326008)",1 day 5 hours,1977.5
"(47.3351803, -116.8885094)","(43.3997196, -88.5326008)",1 day 0 hours,1686.25
"(47.439703, -65.818505)","(43.3997196, -88.5326008)",22 hours 53 mins,1495.0
"(47.44972, -99.126224)","(34.6381255, -99.3339754)",16 hours 3 mins,966.25
"(47.4785418, -94.8907869)","(30.421309, -87.2169149)",22 hours 34 mins,1450.625
"(47.4785418, -94.8907869)","(39.4667025, -87.4139119)",12 hours 25 mins,820.625
"(47.4785418, -94.8907869)","(43.3997196, -88.5326008)",8 hours 9 mins,516.25
"(47.5048851, -111.2918908)","(35.3738712, -119.0194639)",18 hours 9 mins,1280.0
"(47.5147021, -97.0795316)","(39.3394436, -101.889344)",12 hours 7 mins,798.75
"(47.6038321, -122.3300624)","(39.503235, -98.542957)",1 day 0 hours,1652.5
"(47.6201005, -92.4363343)","(34.3835721, -98.9354765)",16 hours 14 mins,1125.625
"(47.7455274, -96.6361787)","(39.00871, -87.7523336)",13 hours 38 mins,911.25
"(47.7572706, -115.0006741)","(43.3997196, -88.5326008)",23 hours 32 mins,1591.25
"(47.7739988, -96.6081167)","(39.3394436, -101.889344)",12 hours 41 mins,833.125
"(47.821454, -79.874725)","(35.2598655, -80.4253426)",17 hours 7 mins,1111.875
"(47.821454, -79.874725)","(43.0962919, -89.5119565)",13 hours 24 mins,793.125
"(47.859356, -92.0418175)","(33.0343383, -80.0345301)",22 hours 9 mins,1476.25
"(47.859356, -92.0418175)","(36.3967623, -97.8791341)",14 hours 22 mins,988.125
"(47.859356, -92.0418175)","(38.4048042, -82.6004369)",15 hours 38 mins,1012.5
"(47.859356, -92.0418175)","(40.7887609, -76.5585175)",18 hours 40 mins,1234.375
"(47.859356, -92.0418175)","(42.992595, -82.380981)",13 hours 14 mins,821.25
"(47.859356, -92.0418175)","(43.074761, -89.3837613)",6 hours 47 mins,436.875
"(47.859356, -92.0418175)","(43.3177776, -88.378857)",7 hours 26 mins,469.375
"(47.859356, -92.0418175)","(46.31316395, -73.38079209)",20 hours 47 mins,1206.25
"(47.8926616, -65.8237545)","(43.0962919, -89.5119565)",22 hours 58 mins,1530.625
"(47.9078244, -97.0592028)","(34.6381255, -99.3339754)",15 hours 44 mins,1091.25
"(47.920575, -104.0310439)","(29.7589382, -95.3676974)",1 day 0 hours,1595.0
"(47.920575, -104.0310439)","(31.296792, -105.8477451)",20 hours 3 mins,1337.5
"(47.920575, -104.0310439)","(32.753177, -97.3327459)",20 hours 35 mins,1348.75
"(47.920575, -104.0310439)","(41.6258708, -87.1333676)",16 hours 18 mins,1111.25
"(47.920575, -104.0310439)","(41.8755616, -87.6244212)",15 hours 41 mins,1064.375
"(47.920575, -104.0310439)","(45.6691159, -108.7715328)",4 hours 29 mins,303.75
"(47.920575, -104.0310439)","(46.3246419, -120.0081898)",14 hours 51 mins,1013.75
"(47.920575, -104.0310439)","(46.52391, -84.320068)",17 hours 38 mins,1051.875
"(47.920575, -104.0310439)","(47.5504637, -122.3309006)",16 hours 18 mins,1113.125
"(47.920575, -104.0310439)","(47.920575, -104.0310439)",1 min,0.625
"(47.920575, -104.0310439)","(53.535411, -113.507996)",10 hours 53 mins,696.25
"(47.9273634, -122.110984)","(35.6385545, -99.0001085)",1 day 4 hours,1873.75
"(47.9317013, -97.0175792)","(34.6381255, -99.3339754)",15 hours 49 mins,1095.625
"(47.9317013, -97.0175792)","(39.00871, -87.7523336)",13 hours 52 mins,940.0
"(47.9943042, -78.1381318)","(39.4667025, -87.4139119)",16 hours 12 mins,1021.875
"(47.9943042, -78.1381318)","(43.1834579, -89.2134359)",15 hours 2 mins,874.375
"(47.9943042, -78.1381318)","(43.3997196, -88.5326008)",14 hours 42 mins,855.0
"(48.0111053, -98.0014885)","(39.3394436, -101.889344)",13 hours 1 min,798.125
"(48.0127106, -75.9592053)","(43.2286174, -88.1103691)",18 hours 39 mins,1007.5
"(48.0205632, -100.8415372)","(44.0206919, -88.5408574)",11 hours 17 mins,760.625
"(48.0517429, -122.1768209)","(43.0123487, -89.2897646)",1 day 4 hours,1968.125
"(48.1397422, -66.3482364)","(39.4667025, -87.4139119)",21 hours 53 mins,1418.75
"(48.1701889, -116.7560286)","(43.1834579, -89.2134359)",1 day 0 hours,1660.0
"(48.1701889, -116.7560286)","(43.3997196, -88.5326008)",1 day 1 hour,1688.125
"(48.1907427, -100.65378)","(34.3835721, -98.9354765)",17 hours 32 mins,1069.375
"(48.2022563, -114.3167117)","(30.421309, -87.2169149)",1 day 12 hours,2366.25
"(48.2022563, -114.3167117)","(42.6727927, -88.5445447)",22 hours 50 mins,1518.125
"(48.2022563, -114.3167117)","(42.6829765, -89.0226793)",22 hours 26 mins,1496.25
"(48.2022563, -114.3167117)","(43.0962919, -89.5119565)",21 hours 56 mins,1455.0
"(48.2383155, -78.679763)","(30.6943566, -88.0430541)",1 day 0 hours,1601.875
"(48.2383155, -78.679763)","(35.2598655, -80.4253426)",18 hours 28 mins,1180.625
"(48.2383155, -78.679763)","(38.8428256, -86.9913959)",15 hours 47 mins,993.75
"(48.2383155, -78.679763)","(39.4667025, -87.4139119)",15 hours 29 mins,980.625
"(48.2383155, -78.679763)","(42.6829765, -89.0226793)",15 hours 2 mins,866.875
"(48.2383155, -78.679763)","(43.3997196, -88.5326008)",13 hours 59 mins,813.75
"(48.3551204, -71.9538475)","(39.4667025, -87.4139119)",18 hours 37 mins,1190.625
"(48.3697168, -114.1915824)","(30.6943566, -88.0430541)",1 day 11 hours,2292.5
"(48.3768043, -67.5019313)","(39.4667025, -87.4139119)",20 hours 36 mins,1338.75
"(48.3768043, -67.5019313)","(42.8334738, -89.06949)",21 hours 4 mins,1393.125
"(48.3768043, -67.5019313)","(43.3997196, -88.5326008)",21 hours 25 mins,1410.625
"(48.406414, -89.259796)","(30.6943566, -88.0430541)",23 hours 24 mins,1523.125
"(48.406414, -89.259796)","(35.2598655, -80.4253426)",22 hours 13 mins,1410.0
"(48.406414, -89.259796)","(42.6829765, -89.0226793)",9 hours 0 mins,555.0
"(48.406414, -89.259796)","(43.074761, -89.3837613)",8 hours 33 mins,524.375
"(48.406414, -89.259796)","(43.3997196, -88.5326008)",9 hours 6 mins,550.625
"(48.4345609, -71.6239939)","(42.6829765, -89.0226793)",19 hours 1 min,1267.5
"(48.4427734, -71.6632771)","(35.2598655, -80.4253426)",19 hours 12 mins,1262.5
"(48.4427734, -71.6632771)","(39.4667025, -87.4139119)",18 hours 40 mins,1223.125
"(48.4427734, -71.6632771)","(43.3997196, -88.5326008)",19 hours 29 mins,1295.0
"(48.4480719, -122.4710626)","(42.8334738, -89.06949)",1 day 5 hours,2021.25
"(48.4480719, -122.4710626)","(43.1834579, -89.2134359)",1 day 5 hours,2001.25
"(48.4480719, -122.4710626)","(43.3997196, -88.5326008)",1 day 6 hours,2028.75
"(48.4596092, -121.7332784)","(35.6385545, -99.0001085)",1 day 6 hours,1950.625
"(48.5015053, -85.0786824)","(35.2598655, -80.4253426)",18 hours 10 mins,1165.625
"(48.5465695, -117.905537)","(30.6943566, -88.0430541)",1 day 13 hours,2470.0
"(48.5465695, -117.905537)","(32.3643098, -88.703656)",1 day 11 hours,2320.0
"(48.5465695, -117.905537)","(42.8334738, -89.06949)",1 day 1 hour,1745.0
"(48.5610053, -67.7101772)","(38.8428256, -86.9913959)",20 hours 24 mins,1327.5
"(48.5710958, -97.1778485)","(39.00871, -87.7523336)",14 hours 22 mins,981.875
"(48.5903477, -72.5554083)","(38.8428256, -86.9913959)",19 hours 28 mins,1231.25
"(48.5903477, -72.5554083)","(43.1683286, -89.0667775)",20 hours 1 min,1295.0
"(48.5903477, -72.5554083)","(43.1834579, -89.2134359)",20 hours 5 mins,1305.0
"(48.601049, -93.410982)","(39.7683331, -86.1583502)",12 hours 31 mins,818.75
"(48.6105163, -118.0563379)","(39.4667025, -87.4139119)",1 day 6 hours,1990.0
"(48.6105163, -118.0563379)","(43.3997196, -88.5326008)",1 day 2 hours,1760.625
"(48.6106402, -78.2922469)","(43.3997196, -88.5326008)",14 hours 49 mins,863.125
"(48.6110925, -78.2929746)","(39.4667025, -87.4139119)",16 hours 19 mins,1030.0
"(48.6470474, -93.9848646)","(42.6727927, -88.5445447)",9 hours 15 mins,578.125
"(48.7126352, -72.6834644)","(30.421309, -87.2169149)",1 day 4 hours,1844.375
"(48.7126352, -72.6834644)","(30.6943566, -88.0430541)",1 day 4 hours,1848.75
"(48.7126352, -72.6834644)","(35.2598655, -80.4253426)",19 hours 57 mins,1283.75
"(48.7126352, -72.6834644)","(39.4667025, -87.4139119)",19 hours 13 mins,1225.625
"(48.7126352, -72.6834644)","(42.6829765, -89.0226793)",19 hours 31 mins,1268.125
"(48.7126352, -72.6834644)","(43.0123487, -89.2897646)",20 hours 2 mins,1301.25
"(48.7126352, -72.6834644)","(43.3997196, -88.5326008)",20 hours 2 mins,1297.5
"(48.7263285, -116.1885283)","(43.3997196, -88.5326008)",1 day 1 hour,1691.875
