,,0,1
"(30.5798041, -87.3928984)","(40.9691436, -76.0475321)",16 hours 28 mins,1118.125
"(30.5798041, -87.3928984)","(41.0733059, -85.0173125)",12 hours 25 mins,851.875
"(30.5798041, -87.3928984)","(41.0799898, -85.1386015)",12 hours 23 mins,844.375
"(30.5798041, -87.3928984)","(41.239223, -81.345941)",13 hours 55 mins,957.5
"(30.5798041, -87.3928984)","(41.4297694, -84.8713507)",12 hours 49 mins,878.125
"(30.5798041, -87.3928984)","(41.7571701, -88.3147539)",13 hours 49 mins,941.875
"(30.5798041, -87.3928984)","(42.096968, -75.914341)",17 hours 59 mins,1219.375
"(30.5798041, -87.3928984)","(42.2713945, -89.093966)",14 hours 18 mins,993.75
"(30.5798041, -87.3928984)","(42.5274123, -92.4453179)",15 hours 52 mins,1034.375
"(30.5798041, -87.3928984)","(43.157285, -77.615214)",17 hours 39 mins,1210.625
"(30.5798041, -87.3928984)","(43.6680928, -92.9744896)",17 hours 29 mins,1131.25
"(30.5798041, -87.3928984)","(43.7748763, -88.4458033)",15 hours 40 mins,1068.125
"(30.5798041, -87.3928984)","(44.0886059, -87.6575841)",15 hours 53 mins,1083.125
"(30.5798041, -87.3928984)","(44.650051, -93.2432791)",18 hours 40 mins,1226.25
"(30.5798041, -87.3928984)","(44.7184132, -75.5191675)",20 hours 45 mins,1417.5
"(30.5798041, -87.3928984)","(45.0838098, -93.0069304)",18 hours 58 mins,1318.75
"(30.5798041, -87.3928984)","(45.0838291, -93.2590388)",19 hours 5 mins,1327.5
"(30.605427, -87.344442)","(27.5199841, -99.4953764)",12 hours 24 mins,835.625
"(30.605427, -87.344442)","(28.01806015, -82.11848199)",6 hours 52 mins,490.625
"(30.605427, -87.344442)","(28.5421109, -81.3790304)",6 hours 31 mins,461.25
"(30.605427, -87.344442)","(29.7589382, -95.3676974)",7 hours 32 mins,521.875
"(30.605427, -87.344442)","(29.7789913, -96.1568381)",8 hours 18 mins,570.625
"(30.605427, -87.344442)","(30.605427, -87.344442)",1 min,0.625
"(30.605427, -87.344442)","(30.6943566, -88.0430541)",51 mins,52.9375
"(30.605427, -87.344442)","(31.1432328, -90.4587081)",3 hours 41 mins,258.125
"(30.605427, -87.344442)","(32.1143715, -81.1540013)",7 hours 8 mins,506.25
"(30.605427, -87.344442)","(32.2990384, -90.1847691)",4 hours 2 mins,241.875
"(30.605427, -87.344442)","(32.3669656, -86.3006485)",2 hours 16 mins,150.0
"(30.605427, -87.344442)","(32.9537349, -96.8902816)",10 hours 2 mins,656.875
"(30.605427, -87.344442)","(33.6220542, -84.3690918)",4 hours 30 mins,306.25
"(30.605427, -87.344442)","(33.98390015, -81.22601083)",7 hours 20 mins,507.5
"(30.605427, -87.344442)","(34.9617605, -89.8295315)",6 hours 22 mins,415.0
"(30.605427, -87.344442)","(35.2072185, -101.8338246)",15 hours 11 mins,1006.875
"(30.605427, -87.344442)","(35.2784173, -93.1337856)",9 hours 18 mins,575.0
"(30.605427, -87.344442)","(35.3872218, -94.4248983)",10 hours 30 mins,657.5
"(30.605427, -87.344442)","(37.6390972, -120.9968782)",1 day 10 hours,2301.875
"(30.605427, -87.344442)","(38.5493603, -90.4912719)",10 hours 47 mins,698.75
"(30.605427, -87.344442)","(39.100105, -94.5781416)",13 hours 57 mins,896.25
"(30.605427, -87.344442)","(39.1134562, -94.626497)",14 hours 1 min,899.375
"(30.605427, -87.344442)","(39.3999835, -107.1519944)",1 day 0 hours,1608.75
"(30.605427, -87.344442)","(40.3933956, -82.4857181)",12 hours 38 mins,862.5
"(30.605427, -87.344442)","(41.239223, -81.345941)",13 hours 49 mins,953.75
"(30.605427, -87.344442)","(41.7571701, -88.3147539)",13 hours 43 mins,937.5
"(30.605427, -87.344442)","(42.2713945, -89.093966)",14 hours 12 mins,990.0
"(30.605427, -87.344442)","(42.5274123, -92.4453179)",15 hours 53 mins,1088.125
"(30.605427, -87.344442)","(43.7748763, -88.4458033)",15 hours 34 mins,1063.75
"(30.605427, -87.344442)","(44.0886059, -87.6575841)",15 hours 47 mins,1079.375
"(30.605427, -87.344442)","(44.650051, -93.2432791)",18 hours 41 mins,1279.375
"(30.605427, -87.344442)","(45.0838291, -93.2590388)",18 hours 59 mins,1323.75
"(30.627848, -81.59022781)","(43.2286174, -88.1103691)",17 hours 20 mins,1186.875
"(30.6943566, -88.0430541)","(25.7360248, -100.3403234)",14 hours 31 mins,925.0
"(30.6943566, -88.0430541)","(30.6943566, -88.0430541)",1 min,0.625
"(30.6943566, -88.0430541)","(32.2276439, -88.0289059)",2 hours 21 mins,133.125
"(30.6943566, -88.0430541)","(33.3062319, -87.0241656)",3 hours 44 mins,217.5
"(30.6943566, -88.0430541)","(33.4956744, -88.4272627)",3 hours 33 mins,223.75
"(30.6943566, -88.0430541)","(33.9842768, -88.488099)",4 hours 13 mins,260.0
"(30.6943566, -88.0430541)","(34.1423179, -86.2894244)",4 hours 47 mins,320.625
"(30.6943566, -88.0430541)","(34.8092656, -90.1753722)",5 hours 53 mins,384.375
"(30.6943566, -88.0430541)","(34.9167586, -89.0539534)",5 hours 29 mins,346.25
"(30.6943566, -88.0430541)","(36.1394339, -96.1100025)",11 hours 28 mins,727.5
"(30.6943566, -88.0430541)","(36.1556805, -95.9929113)",11 hours 22 mins,720.0
"(30.6943566, -88.0430541)","(37.2166779, -93.2920373)",10 hours 41 mins,677.5
"(30.6943566, -88.0430541)","(41.1210446, -88.835256)",13 hours 12 mins,868.125
"(30.6943566, -88.0430541)","(41.5728924, -72.6406905)",19 hours 26 mins,1308.125
"(30.6943566, -88.0430541)","(42.6829765, -89.0226793)",14 hours 39 mins,969.375
"(30.6943566, -88.0430541)","(42.7755645, -88.943999)",14 hours 46 mins,976.25
"(30.6943566, -88.0430541)","(43.073426, -79.9536089)",17 hours 16 mins,1186.25
"(30.6943566, -88.0430541)","(43.5324809, -90.0026259)",16 hours 5 mins,1065.625
"(30.6943566, -88.0430541)","(44.899211, -97.115289)",19 hours 46 mins,1308.75
"(30.6943566, -88.0430541)","(45.291632, -96.462834)",20 hours 22 mins,1338.75
"(30.6943566, -88.0430541)","(45.4333098, -98.7587135)",21 hours 29 mins,1421.875
"(30.6943566, -88.0430541)","(46.069681, -96.901748)",20 hours 50 mins,1392.5
"(30.6943566, -88.0430541)","(46.5892681, -111.9154392)",1 day 7 hours,2101.875
"(30.7001964, -83.9879463)","(41.9239178, -89.0687074)",15 hours 2 mins,1020.625
"(30.7440855, -92.2470701)","(33.2095614, -87.5675258)",6 hours 24 mins,433.75
"(30.7637991, -88.0747222)","(30.7637991, -88.0747222)",1 min,0.625
"(30.7910204, -89.8486858)","(42.6829765, -89.0226793)",13 hours 47 mins,933.75
"(30.820742, -88.0705556)","(30.3646795, -88.5585995)",53 mins,49.9375
"(30.820742, -88.0705556)","(33.5386858, -112.1859941)",23 hours 39 mins,1668.75
"(30.8327022, -83.2784851)","(43.3177776, -88.378857)",15 hours 53 mins,1082.5
"(30.8662971, -87.319698)","(42.6829765, -89.0226793)",14 hours 15 mins,996.25
"(30.8854631, -87.5099827)","(41.2230048, -111.9738429)",1 day 5 hours,1953.125
"(31.0164356, -83.5384586)","(43.8424502, -88.8372972)",16 hours 27 mins,1117.5
"(31.0164356, -83.5384586)","(44.0206919, -88.5408574)",16 hours 25 mins,1118.75
"(31.0237921, -87.4938708)","(27.7567667, -81.4639835)",8 hours 1 min,528.75
"(31.0237921, -87.4938708)","(27.8987983, -81.6043122)",7 hours 39 mins,509.375
"(31.0237921, -87.4938708)","(27.9477595, -82.458444)",7 hours 9 mins,488.125
"(31.0237921, -87.4938708)","(30.6696818, -81.4625919)",6 hours 19 mins,411.25
"(31.0237921, -87.4938708)","(32.0809263, -81.0911768)",6 hours 58 mins,456.25
"(31.0237921, -87.4938708)","(33.4709714, -81.9748429)",6 hours 3 mins,425.0
"(31.0237921, -87.4938708)","(36.7468036, -79.4639158)",9 hours 56 mins,680.0
"(31.0237921, -87.4938708)","(41.8755616, -87.6244212)",12 hours 42 mins,875.0
"(31.0237921, -87.4938708)","(44.4567705, -78.7359702)",18 hours 27 mins,1255.625
"(31.0237921, -87.4938708)","(47.2495798, -122.4398746)",1 day 17 hours,2705.0
"(31.1051779, -87.0721918)","(43.5324809, -90.0026259)",15 hours 23 mins,1066.25
"(31.1371358, -83.4234936)","(39.783235, -97.894926)",18 hours 2 mins,1229.375
"(31.1551748, -88.0099997)","(29.7589382, -95.3676974)",7 hours 19 mins,503.125
"(31.1551748, -88.0099997)","(43.4513836, -88.6312139)",15 hours 18 mins,1013.75
"(31.1668422, -87.5263747)","(25.5229739, -103.442126)",18 hours 44 mins,1185.0
"(31.1668422, -87.5263747)","(36.5182834, -119.7190244)",1 day 8 hours,2187.5
"(31.1668422, -87.5263747)","(37.6390972, -120.9968782)",1 day 10 hours,2293.75
"(31.1668422, -87.5263747)","(41.7610984, -93.8243925)",15 hours 45 mins,988.125
"(31.1668422, -87.5263747)","(42.012655, -121.408602)",1 day 14 hours,2525.625
"(31.1668422, -87.5263747)","(44.752873, -108.75902)",1 day 5 hours,1877.5
"(31.1668422, -87.5263747)","(44.9391565, -123.033121)",1 day 16 hours,2686.875
"(31.1668422, -87.5263747)","(45.1226192, -122.942319)",1 day 16 hours,2675.0
"(31.1668422, -87.5263747)","(46.0753795, -113.089332)",1 day 9 hours,2118.75
"(31.1668422, -87.5263747)","(46.2778406, -119.2769067)",1 day 14 hours,2503.75
"(31.1668422, -87.5263747)","(46.3246419, -120.0081898)",1 day 14 hours,2538.75
"(31.1668422, -87.5263747)","(46.8259742, -119.1752913)",1 day 14 hours,2514.375
"(31.1668422, -87.5263747)","(48.8466698, -122.5897235)",1 day 18 hours,2775.0
"(31.1668422, -87.5263747)","(48.9466041, -122.4569315)",1 day 18 hours,2779.375
"(31.1668422, -87.5263747)","(48.9950874, -122.2690806)",1 day 18 hours,2788.125
"(31.1668422, -87.5263747)","(49.583333, -99.45)",1 day 2 hours,1715.625
"(31.1668422, -87.5263747)","(49.66504085, -112.8194826)",1 day 11 hours,2263.75
"(31.1668422, -87.5263747)","(51.8714796, -105.1886418)",1 day 8 hours,2052.5
"(31.1693496, -88.9200444)","(41.9239178, -89.0687074)",12 hours 49 mins,881.25
"(31.1811523, -83.7878809)","(39.4667025, -87.4139119)",10 hours 57 mins,708.75
"(31.1811523, -83.7878809)","(42.6829765, -89.0226793)",15 hours 3 mins,1033.75
"(31.1811523, -83.7878809)","(43.3997196, -88.5326008)",15 hours 49 mins,1063.125
"(31.1854546, -90.4489861)","(43.5324809, -90.0026259)",14 hours 20 mins,995.625
"(31.2024033, -89.0347743)","(30.6943566, -88.0430541)",1 hour 24 mins,76.25
"(31.2201734, -87.4619291)","(37.9716898, -100.8726618)",17 hours 30 mins,1145.0
"(31.2201734, -87.4619291)","(38.3625063, -98.7804087)",16 hours 18 mins,1046.875
"(31.2662818, -88.0313903)","(30.5798041, -87.3928984)",1 hour 28 mins,81.875
"(31.2662818, -88.0313903)","(30.820742, -88.0705556)",37 mins,32.0
"(31.2662818, -88.0313903)","(31.5946038, -87.4088776)",1 hour 9 mins,65.625
"(31.2662818, -88.0313903)","(32.5178284, -87.8368201)",1 hour 49 mins,99.375
"(31.296792, -105.8477451)","(47.920575, -104.0310439)",20 hours 3 mins,1336.875
"(31.2990599, -87.0224721)","(40.385549, -105.0443613)",22 hours 3 mins,1513.125
"(31.3271189, -89.2903392)","(43.3177776, -88.378857)",14 hours 11 mins,958.125
"(31.3402134, -110.9360818)","(39.503235, -98.542957)",17 hours 12 mins,1133.125
"(31.3776726, -89.2664495)","(35.4020838, -79.7842049)",10 hours 33 mins,696.875
"(31.4334985, -87.401375)","(26.0112014, -80.1494901)",10 hours 18 mins,702.5
"(31.4334985, -87.401375)","(26.2378597, -80.1247667)",10 hours 1 min,683.75
"(31.4334985, -87.401375)","(27.4989278, -82.5748194)",8 hours 7 mins,546.25
"(31.4334985, -87.401375)","(28.5421109, -81.3790304)",7 hours 22 mins,491.25
"(31.4334985, -87.401375)","(33.0136764, -96.6925096)",9 hours 27 mins,623.75
"(31.4334985, -87.401375)","(38.023191, -77.3733137)",12 hours 16 mins,838.125
"(31.4441975, -93.5308039)","(43.3997196, -88.5326008)",15 hours 43 mins,1045.0
"(31.4648357, -100.4398442)","(33.227345, -88.2664225)",12 hours 14 mins,816.875
"(31.4651816, -97.1754089)","(39.8246673, -97.6325554)",8 hours 44 mins,610.625
"(31.4968738, -92.876832)","(35.3738712, -119.0194639)",1 day 1 hour,1731.25
"(31.4968738, -92.876832)","(42.6829765, -89.0226793)",14 hours 25 mins,983.75
"(31.4968738, -92.876832)","(43.1834579, -89.2134359)",15 hours 3 mins,1028.125
"(31.4968738, -92.876832)","(43.3997196, -88.5326008)",15 hours 29 mins,1049.375
"(31.507107, -87.3883203)","(19.48308875, -99.16975654)",1 day 2 hours,1561.875
"(31.507107, -87.3883203)","(19.912222, -97.474444)",1 day 2 hours,1455.0
"(31.507107, -87.3883203)","(22.1131157, -101.2370011)",21 hours 55 mins,1348.75
"(31.507107, -87.3883203)","(25.7753549, -100.1131366)",15 hours 39 mins,1018.75
"(31.507107, -87.3883203)","(28.3861159, -80.7419984)",7 hours 58 mins,536.25
"(31.507107, -87.3883203)","(28.9827565, -95.969402)",9 hours 26 mins,631.25
"(31.507107, -87.3883203)","(34.485662, -94.378547)",9 hours 13 mins,585.0
"(31.507107, -87.3883203)","(36.2139814, -83.2948923)",7 hours 17 mins,495.625
"(31.507107, -87.3883203)","(38.0352315, -97.4486267)",14 hours 32 mins,943.125
"(31.507107, -87.3883203)","(38.4733823, -77.9961275)",12 hours 35 mins,822.5
"(31.507107, -87.3883203)","(39.8286897, -84.8898521)",10 hours 47 mins,743.125
"(31.507107, -87.3883203)","(40.087875, -76.1849534)",15 hours 12 mins,1032.5
"(31.507107, -87.3883203)","(40.2114978, -74.7879399)",16 hours 3 mins,1075.625
"(31.507107, -87.3883203)","(40.3491604, -84.1593008)",10 hours 54 mins,755.0
"(31.507107, -87.3883203)","(40.385549, -105.0443613)",21 hours 49 mins,1449.375
"(31.507107, -87.3883203)","(40.4774818, -104.9013617)",22 hours 0 mins,1458.125
"(31.507107, -87.3883203)","(40.6065876, -97.8593988)",16 hours 59 mins,1068.75
"(31.507107, -87.3883203)","(40.8095093, -80.2017277)",14 hours 17 mins,976.25
"(31.507107, -87.3883203)","(41.1539795, -75.2804597)",16 hours 26 mins,1117.5
"(31.507107, -87.3883203)","(41.5595723, -98.9805484)",18 hours 27 mins,1166.875
"(31.507107, -87.3883203)","(41.5844951, -84.6055076)",12 hours 31 mins,850.0
"(31.507107, -87.3883203)","(41.65530805, -87.67759063)",12 hours 25 mins,848.75
"(31.507107, -87.3883203)","(42.0210524, -76.3719178)",17 hours 26 mins,1149.375
"(31.507107, -87.3883203)","(42.6957887, -74.00244)",19 hours 0 mins,1285.625
"(31.507107, -87.3883203)","(44.0978509, -70.2311655)",22 hours 11 mins,1478.125
"(31.507107, -87.3883203)","(44.111747, -70.392151)",22 hours 17 mins,1478.75
"(31.507107, -87.3883203)","(44.811349, -91.4984941)",16 hours 57 mins,1182.5
"(31.507107, -87.3883203)","(46.7207737, -92.1040796)",19 hours 8 mins,1330.625
"(31.549333, -97.1466695)","(35.6056311, -119.2177557)",22 hours 25 mins,1540.0
"(31.5782062, -84.1556809)","(42.6829765, -89.0226793)",14 hours 46 mins,1017.5
"(31.5790588, -90.4406506)","(42.6829765, -89.0226793)",12 hours 32 mins,870.625
"(31.5850881, -95.8497596)","(39.503235, -98.542957)",9 hours 37 mins,658.125
"(31.5886066, -102.8869847)","(35.4119944, -99.4042592)",6 hours 12 mins,406.25
"(31.5946038, -87.4088776)","(19.0437227, -98.1984744)",1 day 3 hours,1530.0
"(31.5946038, -87.4088776)","(19.4020513, -102.0592123)",1 day 2 hours,1589.375
"(31.5946038, -87.4088776)","(19.48308875, -99.16975654)",1 day 2 hours,1565.625
"(31.5946038, -87.4088776)","(19.5380864, -99.0964467)",1 day 2 hours,1570.625
"(31.5946038, -87.4088776)","(19.6685386, -99.2012893)",1 day 1 hour,1550.0
"(31.5946038, -87.4088776)","(19.698193, -101.1768656)",1 day 1 hour,1525.625
"(31.5946038, -87.4088776)","(21.1221765, -101.8061119)",23 hours 46 mins,1447.5
"(31.5946038, -87.4088776)","(25.540787, -100.9466688)",16 hours 37 mins,1051.875
"(31.5946038, -87.4088776)","(25.7366121, -100.2966936)",15 hours 56 mins,1009.375
"(31.5946038, -87.4088776)","(25.7753549, -100.1131366)",15 hours 47 mins,1022.5
"(31.5946038, -87.4088776)","(27.5199841, -99.4953764)",13 hours 7 mins,871.25
"(31.5946038, -87.4088776)","(30.2921667, -109.3505)",1 day 1 hour,1574.375
"(31.5946038, -87.4088776)","(30.6943566, -88.0430541)",1 hour 35 mins,89.375
"(31.5946038, -87.4088776)","(30.7104358, -87.397017)",1 hour 32 mins,80.0
"(31.5946038, -87.4088776)","(30.858244, -89.1353283)",2 hours 41 mins,153.125
"(31.5946038, -87.4088776)","(31.549333, -97.1466695)",10 hours 23 mins,654.375
"(31.5946038, -87.4088776)","(31.5782062, -84.1556809)",4 hours 20 mins,221.875
"(31.5946038, -87.4088776)","(31.7146847, -106.4089068)",18 hours 23 mins,1241.25
"(31.5946038, -87.4088776)","(32.0334816, -87.5652783)",56 mins,50.18749999999999
"(31.5946038, -87.4088776)","(32.0809263, -81.0911768)",6 hours 55 mins,437.5
"(31.5946038, -87.4088776)","(32.3976436, -90.1589761)",3 hours 38 mins,212.5
"(31.5946038, -87.4088776)","(32.7174209, -117.1627714)",1 day 4 hours,1974.375
"(31.5946038, -87.4088776)","(33.1281779, -91.9612427)",5 hours 57 mins,355.625
"(31.5946038, -87.4088776)","(34.9342548, -88.5222702)",4 hours 55 mins,290.625
"(31.5946038, -87.4088776)","(35.0832014, -80.8922957)",7 hours 43 mins,514.375
"(31.5946038, -87.4088776)","(35.1490215, -90.0516285)",5 hours 48 mins,358.125
"(31.5946038, -87.4088776)","(35.2270869, -80.8431268)",7 hours 42 mins,510.0
"(31.5946038, -87.4088776)","(35.3872218, -94.4248983)",9 hours 58 mins,644.375
"(31.5946038, -87.4088776)","(36.0228734, -95.9683278)",11 hours 38 mins,760.625
"(31.5946038, -87.4088776)","(36.1622296, -86.7743531)",5 hours 27 mins,348.75
"(31.5946038, -87.4088776)","(37.5315303, -76.7963566)",12 hours 15 mins,829.375
"(31.5946038, -87.4088776)","(39.1201433, -88.54348)",9 hours 40 mins,648.125
"(31.5946038, -87.4088776)","(39.3331197, -82.9824019)",10 hours 56 mins,728.125
"(31.5946038, -87.4088776)","(39.548935, -89.294533)",10 hours 33 mins,687.5
"(31.5946038, -87.4088776)","(39.8092301, -82.972404)",10 hours 57 mins,726.25
"(31.5946038, -87.4088776)","(39.8745437, -76.8658078)",14 hours 35 mins,949.375
"(31.5946038, -87.4088776)","(39.9405903, -77.6598624)",13 hours 39 mins,909.375
"(31.5946038, -87.4088776)","(39.9527237, -75.1635262)",15 hours 44 mins,1045.625
"(31.5946038, -87.4088776)","(39.962398, -76.727392)",14 hours 45 mins,980.625
"(31.5946038, -87.4088776)","(40.1083912, -83.7524298)",10 hours 45 mins,713.75
"(31.5946038, -87.4088776)","(40.1184235, -77.1899817)",14 hours 8 mins,939.375
"(31.5946038, -87.4088776)","(40.3342539, -78.4122276)",14 hours 32 mins,943.125
"(31.5946038, -87.4088776)","(40.5992395, -77.571382)",15 hours 4 mins,973.75
"(31.5946038, -87.4088776)","(41.0844729, -76.8630726)",15 hours 35 mins,1026.875
"(31.5946038, -87.4088776)","(41.5062834, -87.6357079)",12 hours 8 mins,808.75
"(31.5946038, -87.4088776)","(41.5634095, -76.0604814)",16 hours 37 mins,1094.375
"(31.5946038, -87.4088776)","(41.7623342, -72.62040921)",18 hours 50 mins,1247.5
"(31.5946038, -87.4088776)","(42.1014831, -72.589811)",19 hours 13 mins,1272.5
"(31.5946038, -87.4088776)","(42.8867166, -78.8783922)",15 hours 47 mins,1056.25
"(31.5946038, -87.4088776)","(42.9815877, -82.440466)",14 hours 6 mins,945.625
"(31.5946038, -87.4088776)","(43.167376, -79.241638)",16 hours 21 mins,1090.625
"(31.5946038, -87.4088776)","(43.6858146, -79.7599337)",16 hours 41 mins,1111.875
"(31.5946038, -87.4088776)","(44.1858193, -88.462609)",15 hours 12 mins,1015.625
"(31.5946038, -87.4088776)","(44.336864, -75.463028)",19 hours 27 mins,1302.5
"(31.5946038, -87.4088776)","(44.4487476, -88.0601086)",15 hours 27 mins,1033.125
"(31.5946038, -87.4088776)","(44.5126379, -88.0125794)",15 hours 29 mins,1034.375
"(31.5946038, -87.4088776)","(44.7817214, -88.7118868)",16 hours 4 mins,1061.875
"(31.5946038, -87.4088776)","(44.901362, -76.019554)",20 hours 11 mins,1338.125
"(31.5946038, -87.4088776)","(44.9391565, -123.033121)",1 day 16 hours,2659.375
"(31.5946038, -87.4088776)","(45.6306954, -122.6744557)",1 day 15 hours,2617.5
"(31.5946038, -87.4088776)","(46.1902943, -86.1833841)",18 hours 17 mins,1212.5
"(31.6362787, -93.6772372)","(42.6829765, -89.0226793)",14 hours 15 mins,954.375
"(31.6362787, -93.6772372)","(43.3997196, -88.5326008)",15 hours 19 mins,1020.0
"(31.6712685, -86.7121955)","(42.6829765, -89.0226793)",13 hours 17 mins,923.75
"(31.7600372, -106.487287)","(35.3738712, -119.0194639)",13 hours 20 mins,917.5
"(31.7884881, -87.7272221)","(42.6829765, -89.0226793)",13 hours 36 mins,926.875
"(31.7884881, -87.7272221)","(43.3997196, -88.5326008)",14 hours 22 mins,956.25
"(31.7884881, -87.7272221)","(43.5324809, -90.0026259)",15 hours 3 mins,1023.125
"(31.8160381, -99.5120986)","(44.0206919, -88.5408574)",18 hours 29 mins,1246.25
"(31.8912717, -85.1454876)","(42.6829765, -89.0226793)",13 hours 52 mins,953.75
"(31.9729271, -87.5224982)","(25.70002, -100.5160478)",16 hours 29 mins,1047.5
"(31.9729271, -87.5224982)","(27.5199841, -99.4953764)",13 hours 29 mins,895.0
"(31.9729271, -87.5224982)","(27.6336443, -82.5614858)",8 hours 38 mins,563.75
"(31.9729271, -87.5224982)","(27.9477595, -82.458444)",8 hours 10 mins,533.75
"(31.9729271, -87.5224982)","(28.01806015, -82.11848199)",8 hours 19 mins,545.625
"(31.9729271, -87.5224982)","(28.0394654, -81.9498042)",8 hours 25 mins,525.625
"(31.9729271, -87.5224982)","(28.5421109, -81.3790304)",7 hours 58 mins,516.25
